#Source	#Target	#Weight
Darulshifa	Chatta.Bazaar	7
Ramnas.Pura	Fateh.Darwaza	1
Qazipura	Shah.ali.banda.New.Bus.Stop	2
Zinda.tili.smath.Co	Chaderghat.Bus.Stop	3
Amberpet.Bus.Station	Nallakunta.Bus.Stop	3
Amberpet.Bus.Station	Fever.Hospital	1
Amberpet.Bus.Station	Himayath.Nagar	1
Amberpet.Bus.Station	Uppal.X.Road.Bus.Stop	6
Amberpet.Bus.Station	Zinda.tili.smath.Co	9
Amberpet.Bus.Station	Shivam.	3
Amberpet.Bus.Station	TV.Studio.	15
Amberpet.Bus.Station	Thilak.Nagar.	1
TV.Studio	Uppal.X.Road.Bus.Stop	1
TV.Studio	Amberpet.Bus.Station	5
Mustafa.Nagar	Uppal.Bus.Stop	1
Sripuram.Colony.Stop	Mosarambagh	1
Sripuram.Colony.Stop	Amberpet.Bus.Station	4
Char.Kaman	Charminar.Bus.Stop	10
Char.Kaman	Hussaini.Alam	2
Pathar.Gatti	Charminar.Bus.Stop	2
Pathar.Gatti	Char.Kaman	8
Chatta.Bazaar	Afzalgunj.Bus.Stop	1
Chatta.Bazaar	Pathar.Gatti	6
Chatta.Bazaar	Dabeerpura	2
Salar.jung.Museum(Darulshifa)	Darulshifa	4
Osmanpura.Colony	Azampura	6
Ramakrishnapuram(Kothapet)	LB.Nagar.Bus.Stop	18
Ramakrishnapuram(Kothapet)	Kothapet.Bus.Stop	21
Ramakrishnapuram(Kothapet)	Dilsukhnagar.Bus.station	1
Ramakrishnapuram(Kothapet)	Mohan.Nagar	8
Alkapuri.Bus.Stop	Kothapet.Bus.Stop	4
Alkapuri.Bus.Stop	Dilsukhnagar.Bus.station	1
Alkapuri.Bus.Stop	Ramakrishnapuram(Kothapet)	3
Alkapuri.Bus.Stop	Mohan.Nagar	2
Shaheen.Nagar.Bus.Stop	Barkas	16
Shaheen.Nagar.Bus.Stop	Venkatapur.Bus.Stop	2
Shaheen.Nagar.Bus.Stop	Quba.Colony	13
Shaheen.Nagar.Bus.Stop	Baba.Nagar	1
Venkatapur.Bus.Stop	Afzalgunj.Bus.Stop	1
Venkatapur.Bus.Stop	Secunderabad.Junction	1
Venkatapur.Bus.Stop	Balapur	2
Balapur	Charminar.Bus.Stop	1
Balapur	Womens.college.Bus.Stop	1
Balapur	Midhani	1
Balapur	Jayapuri.Colony	1
Balapur	Janapriya.Colony.Bus.Stop	1
Jayapuri.Colony	LB.Nagar.Bus.Stop	1
Jayapuri.Colony	Bandlaguda(Nagole)	1
Nagole.Bus.Stop	LB.Nagar.Bus.Stop	8
Nagole.Bus.Stop	Alkapuri.Bus.Stop	1
Nagole.Bus.Stop	Jayapuri.Colony	2
Nagole.Bus.Stop	Mohan.Nagar	1
Nagole.Bus.Stop	Kamineni.Hospital	1
Nagole.Bus.Stop	Snehapuri.Colony.Bus.Stop	13
Nagole.Bus.Stop	Hari.Puri.Colony.Park	3
Nagole.Bus.Stop	BN.Reddy.Nagar.Bus.Stop	1
Nagole.Bus.Stop	Hayath.Nagar.Bus.Stop	2
Nagole.Bus.Stop	Gowrelly	2
Nagole.Bus.Stop	Thatti.Annaram	1
Mohan.Nagar	Chaitanyapuri	1
Mohan.Nagar	Maruthi.Nagar(Kothapet)	1
Ranganatha.Nagar	Joshi.Wadi	1
Joshi.Wadi	Ganga.Nagar	1
Ganga.Nagar	Ziaguda	1
Kesari.Hanuman.Temple	LB.Nagar.Bus.Stop	1
V.V.Nagar.bustop	Secunderabad.Junction	1
V.V.Nagar.bustop	Dilsukhnagar.Bus.station	1
Phool.Bagh	Rajanna.Bai	1
Rajanna.Bai	Charminar.Bus.Stop	1
Rajanna.Bai	NGOs.Colony.Bus.Stop	1
Vanasthalipuram	NGOs.Colony.Bus.Stop	5
Vanasthalipuram	Panama.Godown	3
Vanasthalipuram	Ganesh.Temple	7
Vanasthalipuram	Sushma.Theater	2
Vanasthalipuram	RTC.Colony(Hayathnagar).Bus.Stop	1
Ganesh.Temple	Panama.Godown	4
Ganesh.Temple	Sushma.Theater	5
Chintalakunta	LB.Nagar.Bus.Stop	15
FCI.Colony	Uppuguda	1
Kamineni.Hospital	LB.Nagar.Bus.Stop	9
Kamineni.Hospital	Alkapuri.Bus.Stop	2
Kamineni.Hospital	Sahara.Bus.Stop	1
Kamineni.Hospital	Mansoorabad	1
Sahara.Bus.Stop	LB.Nagar.Bus.Stop	1
Sahara.Bus.Stop	Chandulal.Baradari	1
Chandulal.Baradari	Qazipura	1
Chatrinaka.Police.Station	Gowlipura	2
Sivaji.Colony	Arundhathi.Colony	1
Arundhathi.Colony	Koti.Bus.Stop	1
Tad.Bun	Zoo.Park	1
Tad.Bun	Danama.Jhopdi.Bus.Stop	1
Danama.Jhopdi.Bus.Stop	Indra.Reddy.Nagar(Sivarampalli)	1
Indra.Reddy.Nagar(Sivarampalli)	Koti.Bus.Stop	1
Chanchalguda	Malakpet	1
Chanchalguda	Darulshifa	2
Kurmaguda	I.S.Sadan.Complex	12
Kurmaguda	Midhani	3
Kurmaguda	Chanchalguda	24
Kurmaguda	Upperguda	12
LB.Nagar.Bus.Sto	Charminar.Bus.Stop	1
City.Criminal.Court	Darulshifa	2
City.Criminal.Court	Dabeerpura	2
Dabeerpura	Secunderabad.Junction	1
Dabeerpura	Chanchalguda	2
Dabeerpura	Lingapur	1
Dabeerpura	Mysireddypalli	1
Champapet	I.S.Sadan.Complex	12
Champapet	Meerpet	1
Champapet	Balapur.X.roads	1
Champapet	Aware.Global.Hospital	4
Meerpet	RN.Reddy.Colony	2
Almasguda.Bus.Stop	Meerpet	1
Almasguda.Bus.Stop	Sagar.Housing.Complex	1
Almasguda.Bus.Stop	RN.Reddy.Colony	1
Sagar.Housing.Complex	Kotla.Ali.Jah	1
Kotla.Ali.Jah	Talab.Katta	3
Kotla.Ali.Jah	Bada.Bazar	1
Yakutpura	Kotla.Ali.Jah	1
Talab.Katta	Yakutpura	1
Talab.Katta	Moghalpura	1
Talab.Katta	Bhavani.Nagar	3
Moghalpura	Kotla.Ali.Jah	3
High.Court(Post.Office)	Madina.Market	1
High.Court(Post.Office)	Chudi.bazaar	6
Sultan.Ali.Bagh	Karvan	2
Sultan.Ali.Bagh	Tejaswi.Nagar	5
Karvan	Langar.House.Bus.Stop	7
Tejaswi.Nagar	Attapur	5
Kokapeta.Lake	Afzalgunj.Bus.Stop	1
Qutub.Shahi.Tombs(Tolichowki)	Puppalaguda	2
Qutub.Shahi.Tombs(Tolichowki)	Shaikpet.Nala	1
Bhavani.Nagar	Patel.Nagar(Gowlipura)	3
Patel.Nagar(Gowlipura)	Lalitha.Bagh	3
Riyasat.Nagar	Gulshan-E-Iqbal.Colony	2
Riyasat.Nagar	Hasnabad	1
Gulshan-E-Iqbal.Colony	Hafiz.Baba.Nagar	2
Hafiz.Baba.Nagar	Charminar.Bus.Stop	2
Hasnabad	I.S.Sadan.Complex	4
Hasnabad	Midhani	6
Hasnabad	Santhosh.Nagar.Bus.Stand	1
Hasnabad	Champapet	5
Bada.Bazar	Suresh.Talkies	1
Suresh.Talkies	Guldharwaja	1
Guldharwaja	Kachiguda.Bus.Stop	1
Vittal.Wadi.Bus.Stop	YMCA(Koti).Bus.Stop	6
Hyderguda.Bus.Stop	Himayath.Nagar	5
Hyderguda.Bus.Stop	Abids.Bus.Stop	1
Hyderguda.Bus.Stop	Vittal.Wadi.Bus.Stop	6
Ranga.reddy.nagar	Papi.Reddy.Nagar	1
Bazar.Ghat	Vijaya.Nagar.Colony.Bus.Stop(New.Mallepally)	2
Bazar.Ghat	Abids.Bus.Stop	1
Bazar.Ghat	Nampally	2
Bazar.Ghat	Mallepally.	1
HUDA.Complex	Dilsukhnagar.Bus.station	1
Falaknuma.Railway.Station	Falaknuma	5
Chandrayanagutta	Barkas	8
Chandrayanagutta	Pahadi.Shareef	1
Chandrayanagutta	Engine.bowli	2
Chandrayanagutta	Aramghar(Shivarampally)	2
Chandrayanagutta	Katedan.Industrial.Area	1
Chandrayanagutta	Nawab.Saheb.Kunta	1
Quba.Colony	Pahadi.Shareef	1
Quba.Colony	Jalapalli	1
Baba.Nagar	Charminar.Bus.Stop	1
Baba.Nagar	Pahadi.Shareef	11
Baba.Nagar	Quba.Colony	13
Engine.bowli	Falaknuma	5
Engine.bowli	Kesav.Giri	2
Jalapalli	Charminar.Bus.Stop	1
Mamidipally	Charminar.Bus.Stop	1
Mamidipally	Lab.Quarters.Main.Bus.Stop	1
Kothapet(Barkas)	Bismillah.colony	1
Bismillah.colony	Venkatapur.Bus.Stop	1
Vivekananda.Nagar(Dilsukh.Nagar)	Secunderabad.Junction	1
Snehapuri.Colony.Bus.Stop	Secunderabad.Junction	1
Snehapuri.Colony.Bus.Stop	Alkapuri.Bus.Stop	5
Snehapuri.Colony.Bus.Stop	Kamineni.Hospital	5
Snehapuri.Colony.Bus.Stop	Hari.Puri.Colony.Park	3
Hussaini.Alam	Kabutar.Khana	2
Kabutar.Khana	Puranapool.Bus.Stop	2
Mangalghat	Aghapura	2
Aghapura	Sitaram.Bagh.Bus.Stop	7
Aghapura	Darus.Salam	2
Darus.Salam	Nampally	2
Nadargul	Adibatla	2
Nadargul	Kurmalguda	1
Nadargul	Bowrampet	1
Nadargul	Pocharam.Village.Main.Rd	1
Badangpet.Bus.Stop	Nadargul	3
Annapurna.Colony	Badangpet.Bus.Stop	3
Udyog.Nagar	Annapurna.Colony	3
Lenin.Nagar	Udyog.Nagar	3
Balapur.X.roads	I.S.Sadan.Complex	1
Balapur.X.roads	Balapur	1
Balapur.X.roads	Lenin.Nagar	3
Balapur.X.roads	Sai.Nagar.Colony(Balapur)	1
Upperguda	I.S.Sadan.Complex	8
Upperguda	Yamzal.x.Road	1
Sohail.Hotel	Nalgonda.X.Roads.Bus.Stop	12
Sohail.Hotel	Malakpet	1
Sohail.Hotel	Chanchalguda	12
Hari.Puri.Colony.Park	Alkapuri.Bus.Stop	5
Karmanghat.Bus.Stop	I.S.Sadan.Complex	1
Karmanghat.Bus.Stop	Champapet	4
Karmanghat.Bus.Stop	Nagarjuna.Sagar.Road	1
Karmanghat.Bus.Stop	New.Gayathri.Nagar.Colony.Bus.Stop	5
Nagarjuna.Sagar.Road	BN.Reddy.Nagar.Bus.Stop	1
Nagarjuna.Sagar.Road	Hastinapuram	1
Mosarambagh.	Super.Bazar	12
Mosarambagh.	Saleem.Nagar	24
Mosarambagh.	Sripuram.Colony.Stop	4
NGRI.	Survey.Of.India	9
NGRI.	Kalyanpuri	1
Aramghar(Shivarampally)	Shamshabad.Bus.Stop	4
Aramghar(Shivarampally)	Sivarampalli	1
Aramghar(Shivarampally)	Bavanicly	4
patny.	Secunderabad.Junction	2
patny.	Clock.Tower	17
BN.Reddy.Nagar.Bus.Stop	JBS.Bus.Stop	2
BN.Reddy.Nagar.Bus.Stop	LB.Nagar.Bus.Stop	3
BN.Reddy.Nagar.Bus.Stop	NGOs.Colony.Bus.Stop	1
BN.Reddy.Nagar.Bus.Stop	Panama.Godown	6
BN.Reddy.Nagar.Bus.Stop	I.S.Sadan.Complex	1
BN.Reddy.Nagar.Bus.Stop	Champapet	1
BN.Reddy.Nagar.Bus.Stop	Karmanghat.Bus.Stop	1
BN.Reddy.Nagar.Bus.Stop	AGRL.Colony	1
BN.Reddy.Nagar.Bus.Stop	Ibrahimpatnam.Bus.Station	1
BN.Reddy.Nagar.Bus.Stop	Yamzal.x.Road	2
BN.Reddy.Nagar.Bus.Stop	Gurramaguda	1
BN.Reddy.Nagar.Bus.Stop	Injapure	1
Happy.Home	Upparpally.X.Road	2
Upparpally.X.Road	Hyderaguda.Bus.Stop	3
Hyderaguda.Bus.Stop	Attapur	2
Hyderaguda.Bus.Stop	Nandi.Musalai.Guda	1
Jyothi.Nagar.Bus.Station	Rethibowli	1
Laxmi.Nagar(Mehdipatnam)	Rethibowli	1
Mallepally.	Asif.Nagar.Bus.Stop	4
Mallepally.	Mahesh.Nagar	5
Nandi.Musalai.Guda	Ziaguda	1
Himayat.Sagar.Road	Rajendra.Nagar.Bus.Depot.Bus.Stop	1
Himayat.Sagar.Road	Jagadgiri.Gutta.Bus.Stop	1
Bavanicly	Sivarampalli	4
Katedan.Industrial.Area	Sivarampalli	1
Katedan.Industrial.Area	Allwyn.Colony.Bus.Stop	1
Katedan.Industrial.Area	Nawab.Saheb.Kunta	1
Laxmiguda	Katedan.Industrial.Area	1
Nawab.Saheb.Kunta	Sastripuram.Colony	1
Nawab.Saheb.Kunta	GHouse.Nagar	1
Sastripuram.Colony	Tad.Bun	1
NAARM	Acharya.N.G.Ranga.Agricultural.University	1
Victory.Play.ground	Koti.Bus.Stop	2
Victory.Play.ground	Chaderghat.Bus.Stop	29
Osmania.Medical.College	Koti.Bus.Stop	16
Osmania.Medical.College	Abids.Bus.Stop	2
Osmania.Medical.College	BN.Reddy.Nagar.Bus.Stop	1
Sushma.Theater	LB.Nagar.Bus.Stop	7
Sushma.Theater	Ramakrishnapuram(Kothapet)	7
Sushma.Theater	High.Court.Colony.Bus.Stop	15
Geological.Survey.of.India	Saroor.Nagar.Bus.Terminal	1
Geological.Survey.of.India	Bandlaguda(Nagole)	2
Bandlaguda(Nagole)	Nagole.Bus.Stop	3
SBI.Colony(Kothapet)	Kothapet.Bus.Stop	1
NTR.Nagar(L.B.Nagar)	Kothapet.Bus.Stop	1
NTR.Nagar(L.B.Nagar)	Shamshiguda	1
South.End.Park	LB.Nagar.Bus.Stop	1
Telephone.Colony(Kothapet)	Kothapet.Bus.Stop	1
Hastinapuram	BN.Reddy.Nagar.Bus.Stop	3
Hastinapuram	RN.Reddy.Colony	1
Hastinapuram	Sanghi.Nagar	1
RN.Reddy.Colony	Nagarjuna.Sagar.Road	1
RN.Reddy.Colony	Sita.Homes.Colony	1
RN.Reddy.Colony	Venkateswara.Colony(Hasthinapuram)	1
Sita.Homes.Colony	Balapur.X.roads	1
Janapriya.Colony.Bus.Stop	Dilsukhnagar.Bus.station	1
Janapriya.Colony.Bus.Stop	Balapur.X.roads	1
Mansoorabad	Geological.Survey.of.India	1
Narayanguda.	YMCA(Koti).Bus.Stop	14
Narayanguda.	Himayath.Nagar	4
Narayanguda.	Baghlingampally	3
Chikkadpally.	Barkatpura	4
Chikkadpally.	Liberty.Bus.Stop	3
Chikkadpally.	Baghlingampally	5
Chikkadpally.	Narayanguda.	13
Bhoiguda.	Gandhi.Hospital	8
Bhoiguda.	Padmarao.Nagar	1
AGRL.Colony	Sriramana.Colony	1
Sriramana.Colony	Bhupesh.Guptha.Colony	1
Bhupesh.Guptha.Colony	New.Gayathri.Nagar.Colony.Bus.Stop	1
New.Gayathri.Nagar.Colony.Bus.Stop	Meerpet	3
Revenue.Board.Colony	Mosarambagh.	2
Bandlaguda(Chandrayanagutta)	Janapriya.Colony.Bus.Stop	1
Jamal.Colony	Nalgonda.X.Roads.Bus.Stop	1
Sai.Nagar.Colony(Balapur)	Sri.Venkateshwara.Colony	1
Sri.Venkateshwara.Colony	Balapur	1
Venkateswara.Colony(Hasthinapuram)	Nagarjuna.Sagar.Road	1
Hayath.Nagar.Bus.Stop	Secunderabad.Junction	1
Hayath.Nagar.Bus.Stop	Dilsukhnagar.Bus.station	1
Hayath.Nagar.Bus.Stop	Womens.college.Bus.Stop	2
Hayath.Nagar.Bus.Stop	Vanasthalipuram	3
Hayath.Nagar.Bus.Stop	Sushma.Theater	3
Hayath.Nagar.Bus.Stop	Kuntloor	1
Hayath.Nagar.Bus.Stop	Bacharam	1
Hayath.Nagar.Bus.Stop	Brahmanpally	1
Hayath.Nagar.Bus.Stop	Koheda	1
Hayath.Nagar.Bus.Stop	Amberpet.Chowrasta.Bus.Stop	10
Hayath.Nagar.Bus.Stop	Shanti.Nagar(Vanasthalipuram)	2
Hayath.Nagar.Bus.Stop	Ibrahimpatnam.Bus.Station	1
RTC.Colony(Hayathnagar).Bus.Stop	Hayath.Nagar.Bus.Stop	14
RTC.Colony(Hayathnagar).Bus.Stop	High.Court.Colony.Bus.Stop	1
Lecturers.Colony	RTC.Colony(Hayathnagar).Bus.Stop	14
Lecturers.Colony	Thorrur	1
Bhagyalatha	Lecturers.Colony	15
Bhagyalatha	Shanti.Nagar(Vanasthalipuram)	3
High.Court.Colony.Bus.Stop	Hayath.Nagar.Bus.Stop	1
High.Court.Colony.Bus.Stop	Bhagyalatha	15
Shivam.	VST.Bus.Stop	2
Shivam.	Vidya.Nagar.Bus.Stop	4
Shivam.	NCC	3
Satyanagar.Bus.Stop	Uppal.Bus.Stop	1
TV.Studio.	Ramanthapur.colony.Bus.Stop	12
Shankar.Mutt.	Koti.Bus.Stop	3
Shankar.Mutt.	VST.Bus.Stop	3
Shankar.Mutt.	Vidya.Nagar.Bus.Stop	7
Tilaknaar	Amberpet.Bus.Station	4
Church.Colony	RTC.Colony.(Ramanthapur)	1
Golnaka	Zinda.tili.smath.Co	6
State.Home.	Yousufguda.basti.Bus.Stop	1
Necklace.Rd	Indira.Park	2
Vivek.Nagar	TV.Studio.	1
Patel.Nagar(Amberpet)	Venkata.Reddy.Nagar.Bus.Stop	1
Nanakramguda	Wipro.Campus	1
Wipro.Campus	Khaja.Guda	1
Khaja.Guda	Raidurgam	1
Khaja.Guda	Gachibowli.Bus.Station	2
Shaikpet.Nala.	H.S.Dargha	3
Shaikpet.Nala.	Manikonda.Quaters.Bus.Stop	1
Brindavan.Colony(H.S.Darga)	Shaikpet.Darga.Bus.Stop	4
Brindavan.Colony(H.S.Darga)	Galaxy	2
Nanalnagar.Bus.Stop.	Mehdipatnam.Bus.Stop	1
Nanalnagar.Bus.Stop.	Salarjung.Colony	12
Nanalnagar.Bus.Stop.	Langar.House.Bus.Stop	4
Sharada.Nagar.Bus.Stop	Mehdipatnam.Bus.Stop	2
Manikonda.Quaters.Bus.Stop	Puppalaguda	2
Manikonda.Quaters.Bus.Stop	Huda.colony.Bus.Stop	1
Huda.colony.Bus.Stop	O.U..Colony.Bus.Stop	1
O.U..Colony.Bus.Stop	H.S.Dargha	1
Hakimpet	Galaxy	1
Makki.Darwaja	Bapu.Ghat	1
USB.X.Road	Kanapur	1
Kanapur	Gopularam	1
Kanapur	Mokilla	1
Vayas.nagar	Osman.sagar.Road	1
Gandipet	Narsingi.Bus.Stop	1
Neknampur	Shaikpet.Darga.Bus.Stop	1
Neknampur	Narsingi.Bus.Stop	1
TankBund.	Ranigunj.Bus.Stop	1
TankBund.	Secretariat.Bus.Stop	3
Vittal.Rao.Nagar	Madhura.Nagar.Colony	1
Madhura.Nagar.Colony	Raidurgam	1
Bldg.blocks	Womens.college.Bus.Stop	1
Kaman(Syed.Nagar)	MLA.Colony.Bus.Stop	2
Kaman(Syed.Nagar)	NBT.Nagar(Banjara.Hills)	1
NBT.Nagar(Banjara.Hills)	Koti.Bus.Stop	1
Kalyanpuri	Nampally	1
Ahobhil.Mutt	Nampally	1
Street.no.8.Bus.Stop	Venkata.Reddy.Nagar.Bus.Stop	1
Beerban.Bagh(Asif.Nagar)	Secunderabad.Junction	1
Thilak.Nagar.	Fever.Hospital	1
Mahesh.Nagar	Mehdipatnam.Bus.Stop	4
Mahesh.Nagar	Sitaram.Bagh.Bus.Stop	2
Radhika.Theatre.	A.S.Rao.Nagar.Bus.Stop	1
Ganeshpuri.Colony	Dilsukhnagar.Bus.station	1
vaidehi.Nagar	BN.Reddy.Nagar.Bus.Stop	6
Syed.Aliguda	Mallepally	1
Syed.Aliguda	Mallepally.	3
Aziz.Nagar	Himayath.Nagar	3
Aziz.Nagar	Amdapur	1
Aziz.Nagar	Moinabad	11
Aziz.Nagar	Chilkur.Balaji.Temple	1
Aramaisamma.Tent.House	Aziz.Nagar	14
KK.nagar	LB.Nagar.Bus.Stop	1
Moti.Nagar.	Borabanda.Bus.Stop	3
Chandragiri.Nagar	Shapur.Nagar.Bus.Stop	1
Gajularamaram	Rhodamisri.Nagar	4
Rhodamisri.Nagar	Shapur.Nagar.Bus.Stop	4
GHouse.Nagar	Rajendra.Nagar.Bus.Depot.Bus.Stop	1
Shamshiguda	Kukatpally.Bus.Stop	1
Babika.Chasma(Charminar)	Vattipally	1
Vattipally	Khilwat	1
KPHB.Colony.MIG	Malasia.Township	1
HMT.Hills.Colony	JNTU(Kukatpally).Bus.Stop	1
Hydershakote	Bandlaguda	1
Malasia.Township	Hitech.City.MMTS.Station	1
Apollo.Pharmacy(Malakpet)	Mosarambagh.	15
Gowrelly	Womens.college.Bus.Stop	1
Gowrelly	Hayath.Nagar.Bus.Stop	1
Kuntloor	Womens.college.Bus.Stop	1
Thatti.Annaram	Marripally	1
Marripally	Womens.college.Bus.Stop	1
Bacharam	Womens.college.Bus.Stop	1
Bacharam	Suraram	1
Brahmanpally	Womens.college.Bus.Stop	1
Brahmanpally	Ibrahimpatnam.Bus.Station	1
Thorrur	Batala.Cheruvu	1
Thorrur	Koheda.Village	1
Koheda	Womens.college.Bus.Stop	1
Koheda	Thorrur	1
Koheda	Sanghi.Nagar	1
Koheda	Kavvadipally	1
Sanghi.Nagar	Womens.college.Bus.Stop	3
Sanghi.Nagar	BN.Reddy.Nagar.Bus.Stop	1
Sanghi.Nagar	Hayath.Nagar.Bus.Stop	1
Sanghi.Nagar	Saheb.Nagar(Vanasthalipuram)	1
Bibi.Cancer.Hospital	Chanchalguda	3
Adibatla	Womens.college.Bus.Stop	1
Adibatla	Kongara.Kalan	1
Kurmalguda	Womens.college.Bus.Stop	1
Amberpet.Chowrasta.Bus.Stop	Koheda	1
Amberpet.Chowrasta.Bus.Stop	Sanghi.Nagar	1
Amberpet.Chowrasta.Bus.Stop	Pasumamula	1
Amberpet.Chowrasta.Bus.Stop	Gandi.Cheruvu.Bus.Stop	1
Amberpet.Chowrasta.Bus.Stop	Abdullapurmet	3
Amberpet.Chowrasta.Bus.Stop	Ramoji.Film.City	3
Pasumamula	Womens.college.Bus.Stop	1
Gandi.Cheruvu.Bus.Stop	Womens.college.Bus.Stop	1
Abdullapurmet	Hayath.Nagar.Bus.Stop	1
Abdullapurmet	Anajpur	1
Abdullapurmet	Balijaguda	1
Abdullapurmet	Majeedpur	1
Abdullapurmet	Pillaipalli	1
Abdullapurmet	Batasingaram	2
Abdullapurmet	Tharamatipet	1
Anajpur	Womens.college.Bus.Stop	1
Anajpur	Hayath.Nagar.Bus.Stop	1
Balijaguda	Womens.college.Bus.Stop	1
Majeedpur	Womens.college.Bus.Stop	1
Majeedpur	Hayath.Nagar.Bus.Stop	1
Pillaipalli	Secunderabad.Junction	1
Pillaipalli	Womens.college.Bus.Stop	1
Pillaipalli	Bandavirala	1
Pillaipalli	Juloor	1
Ramoji.Film.City	Abdullapurmet	3
Batasingaram	Kothaguda.Bus.Stop(Hitech.City.Rd)	2
Batasingaram	Hayath.Nagar.Bus.Stop	1
Batasingaram	Kothagudem	2
Kothagudem	Womens.college.Bus.Stop	1
Kothagudem	Hayath.Nagar.Bus.Stop	1
Shanti.Nagar(Vanasthalipuram)	BN.Reddy.Nagar.Bus.Stop	2
Shanti.Nagar(Vanasthalipuram)	Subhadra.Nagar(Vanasthalipuram)	3
Subhadra.Nagar(Vanasthalipuram)	Sampoorna.Theater	3
Tharamatipet	Secunderabad.Junction	1
Hakimpet.Airbase	Secunderabad.Junction	1
Hakimpet.Airbase	Bolarum.Bus.Station	14
Hakimpet.Airbase	Shamirpet.	3
Hakimpet.Airbase	Thumkunta	10
Hakimpet.Airbase	Upperpally(Hakimpet)	1
Hakimpet.Airbase	Shamirpet	3
Shamirpet.	Secunderabad.Junction	1
Shamirpet.	Thurakapalli	1
Shamirpet.	Aliabad(Shamirpet)	2
Shamirpet.	Ponnala.Satyanarayana.and.Sons	1
Shamirpet.	Kolthur	1
Aliabad(Shamirpet)	Secunderabad.Junction	1
Aliabad(Shamirpet)	Keshavaram	1
Aliabad(Shamirpet)	Narayanpur	1
Aliabad(Shamirpet)	Laxmapur	1
Ponnala.Satyanarayana.and.Sons	Adraspally	1
Ponnala.Satyanarayana.and.Sons	Uddamarri	1
Adraspally	Secunderabad.Junction	1
Thumkunta	Keesara.Bus.Stop	3
Thumkunta	Shamirpet.	3
Thumkunta	Devarayamzal	1
Thumkunta	Upperpally(Hakimpet)	1
Thumkunta	Mysamma	1
Thumkunta	Shamirpet	2
Kolthur	Secunderabad.Junction	1
Kolthur	Anantharam	1
Devarayamzal	Secunderabad.Junction	1
Upperpally(Hakimpet)	Ponnala.Satyanarayana.and.Sons	1
Upperpally(Hakimpet)	Ivy.League.Academy	1
Ivy.League.Academy	Secunderabad.Junction	1
Keshavaram	Secunderabad.Junction	1
Keshavaram	Uddamarri	2
Malkaram.Bus.Stop	CRPF	1
CRPF	Medchal	1
Pudur	Hakimpet.Airbase	1
Pudur	Kistapur	1
Uddamarri	Secunderabad.Junction	1
Uddamarri	Ghatkesar.Bus.Stop	1
Uddamarri	Pocharam.Village.Main.Rd	1
Mysamma	Bits.Pilani	1
Bits.Pilani	Lingampally.Bus.Stop	1
Alind	HCU	2
HCU.Campus	HCU	1
Patancheru.Bus.Stop	Bahadurpally	1
Patancheru.Bus.Stop	Asbestas.Colony.Bus.Stop	2
Patancheru.Bus.Stop	Lingampally.Bus.Stop	2
Patancheru.Bus.Stop	BHEL	1
Patancheru.Bus.Stop	LIG.Colony	1
Patancheru.Bus.Stop	Pocharam.Village.Main.Rd	1
Patancheru.Bus.Stop	Kardanur	2
Patancheru.Bus.Stop	Patigadda.Bus.Stop	1
Patancheru.Bus.Stop	Indresam	3
Hanuman.Temple(Narsingi)	Bapu.Ghat	2
Narsingi.Lake	Hanuman.Temple(Narsingi)	2
Gopularam	Patancheru.Bus.Stop	1
Ashoknagar(Lingampally)	Lingampally.Bus.Stop	1
Ashoknagar(Lingampally)	Jothi.Nagar	2
R.C.Puram.Mandal.Office	Patancheru.Bus.Stop	6
R.C.Puram.Mandal.Office	Beeramguda	3
Mandal.Office.(Patancheru)	Alugadda.Bhavi	1
Mandal.Office.(Patancheru)	R.C.Puram.Mandal.Office	2
Jhothi.Nagar	Asbestas.Colony.Bus.Stop	2
Nizampet.	Hydernagar	9
Nalagandla	Tellapur	1
Nalagandla	Laxmitanda	1
Tellapur	Osman.sagar.Road	1
Kollur.Bus.Stop	Mehdipatnam.Bus.Stop	1
Kollur.Bus.Stop	Panyal/Konyal	1
Mokilla	Lingampally.Bus.Stop	1
Laxmitanda	Afzalgunj.Bus.Stop	1
Laxmitanda	G.pally	1
G.pally	Narsingi.Bus.Stop	1
Beeramguda	Ashoknagar(Lingampally)	2
Beeramguda	Jothi.Nagar	1
Jothi.Nagar	Lingampally.Bus.Stop	3
IDA	Miyapur.Bus.Stop	1
IDA	Bhola.Shankar.Maktha	2
Bhola.Shankar.Maktha	Miyapur.X.Roads	1
Bhola.Shankar.Maktha	Miyapur.Bus.Stop	1
Bhola.Shankar.Maktha	Bachupally	1
KPHB.Colony.Phase-1	Sumithra.Nagar	7
Bachupally	Nizampet	1
Bachupally	Miyapur.Bus.Stop	2
Bachupally	Gandi.Maisamma	1
Gandi.Maisamma	Jeedimetla.Bus.Stop	4
Gandi.Maisamma	Suraram	1
Gandi.Maisamma	Suraram.X.Road	1
HMT.colony	Jana.Prakash.Narayan.Nagar	3
Jana.Prakash.Narayan.Nagar	Miyapur.Bus.Stop	4
Jana.Priya.West.City	Jana.Prakash.Narayan.Nagar	1
Kazipally	Bachupally	1
Kazipally	Mallampet	1
Mallampet	Bachupally	1
LIG.Colony	Keerthimahal	1
Keerthimahal	BHEL	1
Dulapally	Gandi.Maisamma	1
Dabilpur	Nutankal	1
Lingapur	Medchal	1
Mysireddypalli	Pudur	1
Kistapur	Medchal	1
Railapur	Medchal	1
Air.Force.Academy(Dundigal)	Annaram(prakruthi.nivas)	1
